Player Tag,ID,Level,Arena,Total Exp Points,Trophies,Max Trophies,Donations,Donations Received,Total Donations,Donation Ratio,Role,Clan Cards Collected,Total Games,Wins,Win Rate,Losses,Loss Rate
#2RUQL,Satheesh,37,Arena 15,118155,5000,5714,0,0,18568,1.2931262622745316,member,38939,14359,5325,0.37,4936,0.34
#Y20UQJ,⚡dark⚡staR⚡,11,Arena 13,73096,4355,4946,0,0,15148,4.698511166253102,,11240,3224,1545,0.48,1262,0.39
#LP2JUCY,sarian,7,Arena 4,0,1143,1301,0,0,941,2.158256880733945,member,0,436,212,0.49,211,0.48
#PUQPJQV8V,juliana,9,Arena 9,0,2768,2837,0,0,363,0.3480345158197507,,0,1043,568,0.54,474,0.45
#Y8C9R9,ModY,14,Arena 15,217474,5103,6476,0,0,104859,4.484795346648989,elder,313505,23381,6713,0.29,5263,0.23
#UQP8PV2RV,vijay,7,Arena 7,0,2149,2209,0,0,78,0.35454545454545455,,0,220,131,0.6,88,0.4
#Q20V820Y9,alessia,8,Arena 11,0,3300,3399,0,0,99,0.4107883817427386,,0,241,156,0.65,84,0.35
#UJLR0,Vic,11,Arena 15,46764,5001,5004,0,0,18503,13.515704894083273,,3300,1369,637,0.47,452,0.33
#PJ9RRJCLY,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#U809V9J,Nekron,10,Arena 10,0,3230,3398,0,0,12142,3.6473415440072094,,0,3329,1600,0.48,1474,0.44
#JRLJLY0L8,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#PUJJ0,chris,10,Arena 10,0,3333,3380,0,0,8868,3.6195918367346938,,0,2450,1198,0.49,1095,0.45
#QJP9UQ0V2,billy,8,Arena 10,0,3000,3016,0,0,102,0.2849162011173184,,0,358,168,0.47,189,0.53
#YRV0CQPJY,tiger,10,Arena 11,0,3471,3521,0,0,246,0.3474576271186441,,0,708,377,0.53,330,0.47
#PJP9VR,samu,44,Arena 18,259947,6766,6766,0,0,50404,2.3343831048536496,member,42913,21592,10305,0.48,8762,0.41
#R8Q8JUPLV,Marco,5,Arena 3,0,642,775,0,0,18,0.19148936170212766,,0,94,37,0.39,56,0.6
#PL8VVVCV,Billi Eliot,11,Arena 12,50156,4051,4164,0,0,22412,9.484553533643673,member,32676,2363,1028,0.44,893,0.38
#QUQCCQ28R,Sandra,6,Arena 5,0,1444,1566,0,0,36,0.26666666666666666,,0,135,64,0.47,70,0.52
#8UUCYC0,Ghostking777,31,Arena 15,49365,5122,5245,0,0,6453,1.3277777777777777,,31235,4860,1775,0.37,1698,0.35
#8UV90C0Y,splodingman,37,Arena 15,116453,5222,5397,0,0,10500,3.1203566121842496,member,1440,3365,1294,0.38,1473,0.44
#LUQPYPC8C,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#8QU8CQQJ,Тренер Марвин,11,Arena 13,51106,4360,4945,0,0,20521,6.485777496839444,,1930,3164,1241,0.39,1136,0.36
#LQPLUYV08,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#8LU9YLCQ8,PXavier,7,Arena 6,0,1638,1638,0,0,319,0.44305555555555554,leader,0,720,213,0.3,159,0.22
#QL8PJQ9,Buğra _ youtube,11,Arena 17,0,4713,4934,0,0,26230,7.7672490376073435,,65880,3377,682,0.2,437,0.13
#8VJRQP,AlfonsoTGR,38,Arena 15,129024,5360,5721,0,0,39748,7.081418136468911,,23468,5613,2460,0.44,2049,0.37
#Y229JV,⚡Niels⚡,11,Arena 12,0,4088,4340,0,0,37396,10.733639494833525,,0,3484,1048,0.3,883,0.25
#RLUL9LRRY,Hacker,7,Arena 6,0,1663,1756,0,0,61,0.324468085106383,,0,188,98,0.52,89,0.47
#UYP8Q0Q80,Santi,2,Arena 1,47,133,140,0,0,0,0.0,,0,15,5,0.33,10,0.67
#8JPQL8VYC,yusuf yunus,4,Arena 2,0,467,519,0,0,0,0.0,leader,0,65,24,0.37,31,0.48
#9Y0P0,Angry Neeson 52,11,Arena 9,0,2851,3030,0,0,22736,14.640051513200257,elder,0,1553,733,0.47,665,0.43
#JJP22CVL2,BENIJU_03,6,Arena 3,967,713,713,0,0,0,0.0,,0,36,28,0.78,8,0.22
#8UUPR,Rahul ..,31,Arena 15,46902,5043,5209,0,0,4534,0.3371003717472119,,36012,13450,5107,0.38,5494,0.41
#UPC90R8V0,jazihel,1,Training Camp,4,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#R2C2C9YLP,rafael,8,Arena 9,0,2751,2807,0,0,84,0.4397905759162304,,0,191,129,0.68,61,0.32
#9JLQP8CYJ,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#UV9U2,DExTeR,9,Arena 7,0,2263,2313,0,0,4678,5.129385964912281,,100,912,284,0.31,256,0.28
#PVPQVYJLP,nando,9,Arena 10,0,3029,3001,0,0,414,0.3338709677419355,,0,1240,645,0.52,594,0.48
#R2L0UVR99,jazmin,8,Arena 9,0,2744,2805,0,0,93,0.29523809523809524,,0,315,145,0.46,169,0.54
#YLCU0Y2,Šomi,33,Arena 16,67440,5564,5589,0,0,14477,5.68171114599686,,1230,2548,1177,0.46,1056,0.41
#PRU2C20LJ,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#U8JLCU,°_°Ali°_°,33,Arena 16,69512,5641,5668,0,0,19499,5.799821534800714,member,2665,3362,1486,0.44,1252,0.37
#Y0Q2P02RL,destrol12,2,Arena 1,0,0,0,0,0,0,0.0,,0,1,0,0.0,1,1.0
#JR8QQ,Radmir,7,Arena 6,0,1862,1878,0,0,1135,2.212475633528265,member,0,513,218,0.42,187,0.36
#29JJ8Q,Leqwam,6,Arena 4,0,1256,1256,0,0,341,1.9597701149425288,,0,174,89,0.51,54,0.31
#2CVJ202P,Sebastián,30,Arena 15,41486,5028,5167,0,0,9030,2.2451516658378914,,0,4022,1497,0.37,1407,0.35
#2JR208J0,Regi,9,Arena 9,0,2873,2913,0,0,1216,0.8266485384092455,member,0,1471,645,0.44,586,0.4
#Y0L8J92QY,rares,9,Arena 9,0,2669,2751,0,0,444,0.3233794610342316,,0,1373,631,0.46,741,0.54
#YV9QL0,anthonybest,29,Arena 14,37222,4702,4923,0,0,6128,1.6575601839329186,member,1080,3697,1709,0.46,1638,0.44
#C8J9UUQ9C,juliana,7,Arena 7,0,2142,2260,0,0,96,0.31893687707641194,,0,301,151,0.5,149,0.5
#C8UPJU,furkannn,11,Arena 15,0,4140,4231,0,0,42234,6.589795599937588,member,4550,6409,2617,0.41,2376,0.37
#L0CUVYL,jiny1004,12,Arena 16,0,4409,4621,0,0,65755,7.958726700556766,,176484,8262,3673,0.44,3573,0.43
#V8CLJ,Allj,11,Arena 15,65985,5273,5635,0,0,13813,9.147682119205298,leader,0,1510,748,0.5,452,0.3
#JCP0Y9R9P,el destructor,5,Arena 3,0,685,701,0,0,21,0.21428571428571427,,0,98,47,0.48,50,0.51
#U8JLVQP,xMat3y,36,Arena 15,103185,5114,5229,0,0,18632,3.5775729646697387,member,960,5208,2420,0.46,2370,0.46
#R9CYJJRVY,Tom,8,Arena 11,0,3643,3757,0,0,126,0.3111111111111111,,0,405,192,0.47,212,0.52
#JPUPUYLV0,destructor,6,Arena 5,0,1300,1346,0,0,27,0.375,,0,72,49,0.68,22,0.31
#UQ2RQ9UVQ,luisa,9,Arena 10,0,3135,3200,0,0,282,0.35074626865671643,,0,804,402,0.5,401,0.5
#2JCLJ,clash royale,14,Arena 15,293563,5275,6113,0,0,103815,8.938780781815051,,546832,11614,5017,0.43,3886,0.33
#LPJLPUVR8,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#YYVR2R,Criss,36,Arena 12,110794,4139,5025,0,0,42878,9.047900400928466,member,34790,4739,1880,0.4,1499,0.32
#PVP8LCC8P,rodrigo,9,Arena 9,0,2773,2818,0,0,405,0.3333333333333333,,0,1215,617,0.51,597,0.49
#PLC20RJYR,Lorena,8,Arena 7,0,1954,3477,0,0,126,0.3727810650887574,,0,338,204,0.6,133,0.39
#VPY9JR8UY,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#U0LU9V2UV,chepa,1,Arena 1,4,0,0,0,0,0,0.0,,0,1,0,0.0,1,1.0
#8JY092L2,Me,29,Arena 14,33923,5003,5006,0,0,5927,3.5385074626865674,,2230,1675,595,0.36,449,0.27
#CVJ2CPL2U,dani,9,Arena 10,0,3067,3128,0,0,387,0.31851851851851853,,0,1215,544,0.45,670,0.55
#9R02QP8L,Issac22,7,Arena 7,3152,2089,2176,0,0,626,1.3178947368421052,,0,475,219,0.46,209,0.44
#QQJUCLYV2,Fox,8,Arena 10,0,3020,3118,0,0,102,0.32903225806451614,,0,310,166,0.54,143,0.46
#UUPCLPVLC,alessia,4,Arena 2,0,375,402,0,0,9,0.15254237288135594,,0,59,21,0.36,37,0.63
#QUV20,mranky97,46,Arena 18,307957,6525,6525,0,0,97969,7.651437050921587,,103054,12804,3954,0.31,3871,0.3
#RY8QL,そうま,42,Arena 17,219161,6179,6179,0,0,87921,9.615157480314961,,21635,9144,4063,0.44,3179,0.35
#PU8JV,Aaron,25,Arena 12,16425,3800,3866,0,0,3295,3.8313953488372094,,0,860,447,0.52,336,0.39
#Y980CQVQ,troll,38,Arena 15,138041,5392,5422,0,0,36163,7.047943870590528,,13930,5131,2043,0.4,2166,0.42
#QQRPP8LRL,Emanuel,7,Arena 6,0,1600,1714,0,0,50,0.2857142857142857,,0,175,89,0.51,85,0.49
#8CJJV9P,Irina M,36,Arena 15,110375,5303,5607,0,0,34544,4.101151608690491,,74037,8423,3159,0.38,2937,0.35
#8RPJJJJ,xenerb,8,Arena 7,0,2272,2419,0,0,999,2.0471311475409837,,0,488,236,0.48,207,0.42
#QJ929PUL0,MARCOS,8,Arena 12,0,3759,3879,0,0,111,0.3126760563380282,,0,355,174,0.49,180,0.51
#L28YYRQUP,Destroyer,6,Arena 5,0,1302,1399,0,0,45,0.3191489361702128,,0,141,83,0.59,57,0.4
#RQLPL8,ابوعذاب511,6,Arena 4,0,1147,1187,0,0,662,3.1674641148325358,leader,0,209,97,0.46,98,0.47
#R2VUQ9JU2,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#80URUY0,chief vuki,6,Arena 2,0,572,992,0,0,149,0.4613003095975232,elder,0,323,117,0.36,198,0.61
#J88UV89CC,Aldo,6,Arena 4,0,1039,1102,0,0,32,0.32,,0,100,59,0.59,40,0.4
#P008CPL,Eynomis,11,Arena 14,46278,4904,4957,0,0,1922,0.41837178929037877,,32092,4594,2012,0.44,1944,0.42
#J0UCP2,tiznajo,41,Arena 18,182201,6527,6822,0,0,37023,5.266429587482219,,0,7030,3204,0.46,3224,0.46
#R2R92J0Q9,❤️♾ Momo ♾❤️,12,Arena 17,80913,5604,6324,0,0,17357,10.936988027725269,,0,1587,915,0.58,216,0.14
#CC0C2UU9U,Noah,6,Arena 2,986,512,512,0,0,84,2.27027027027027,,0,37,25,0.68,12,0.32
#Q0V02VU,Oliveir4,38,Arena 16,129367,5533,5536,44,32,17374,4.572105263157895,member,720,3800,1306,0.34,1212,0.32
#YVLVJ,Harry Potter,43,Arena 15,231152,5088,5122,0,0,112799,14.396809189534142,,299764,7835,3394,0.43,2666,0.34
#C0LL9Q8CY,Elijah,8,Arena 11,0,3669,3786,0,0,87,0.4223300970873786,,0,206,146,0.71,59,0.29
#9VCPPY9YL,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#R90QRVVCU,Adriana,7,Arena 7,0,2000,2013,0,0,57,0.3149171270718232,,0,181,95,0.52,85,0.47
#QLJ0L8URY,blaze,2,Arena 1,0,29,30,0,0,0,0.0,,0,2,1,0.5,1,0.5
#RLVQ0U,darksprite,41,Arena 17,202305,6180,6420,0,0,23427,3.7549286744670622,elder,42537,6239,2125,0.34,2418,0.39
#QC0CQVU02,cesar,8,Arena 11,0,3300,3321,0,0,129,0.3115942028985507,,0,414,196,0.47,217,0.52
#VCRQQ,Infero,12,Arena 14,92027,4763,5133,0,0,58822,9.121104047139092,,9527,6449,2855,0.44,2514,0.39
#P2J89R20Q,Дмитрий,2,Arena 1,0,30,30,0,0,0,0.0,,0,5,1,0.2,1,0.2
#LYL2QJ2VJ,jazmin,2,Arena 1,0,162,174,0,0,0,0.0,,0,22,7,0.32,14,0.64
#8PJRP,sky Reeve,5,Arena 2,0,418,474,0,0,21,0.168,member,0,125,24,0.19,38,0.3
#QCVV8P8RU,felix,8,Arena 16,0,4323,4762,0,0,78,0.14181818181818182,,0,550,297,0.54,233,0.42
#PCRRLYC2U,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#RRJJ9JR0R,abi,8,Arena 9,0,2741,2896,0,0,105,0.3595890410958904,,0,292,174,0.6,117,0.4
#CPJV2PJU8,kuzey,4,Arena 2,0,379,453,0,0,9,0.17307692307692307,,0,52,25,0.48,26,0.5
#P9PUCP2,Дима (250) %%%,9,Arena 8,0,2316,2391,0,0,3917,5.2789757412398925,,0,742,215,0.29,187,0.25
#R9PULC8LP,kenny,8,Arena 11,0,3460,3577,0,0,99,0.38976377952755903,,0,254,159,0.63,94,0.37
#2VV2YC,drunken restler,37,Arena 17,114654,6272,6302,0,0,40820,7.284082798001427,member,6456,5604,2675,0.48,2427,0.43
#VCC802V,zeus,8,Arena 7,0,2016,2141,0,0,961,0.964859437751004,leader,0,996,435,0.44,498,0.5
#Q99CUR9,gold,33,Arena 15,73273,5031,5151,0,0,21830,7.9410694798108405,member,10900,2749,902,0.33,820,0.3
#VR2VQY,mentor7,29,Arena 12,32985,4120,4276,0,0,11714,4.545595653861079,,450,2577,1133,0.44,969,0.38
#CQVYVY99L,ramon,7,Arena 6,0,1646,1740,0,0,96,0.3380281690140845,,0,284,159,0.56,124,0.44
#PQJ8L22RU,RafaShotgun,2,Arena 1,0,30,30,0,0,0,0.0,,0,5,1,0.2,4,0.8
#R2UUC2QLQ,Maximus,8,Arena 12,0,3663,3749,0,0,98,0.2578947368421053,,0,380,136,0.36,243,0.64
#U0RQ9,RUSH,38,Arena 16,125395,5513,5846,0,0,29898,4.657009345794393,,32355,6420,2902,0.45,2319,0.36
#JCV0YC,mistero,8,Arena 6,0,1620,1740,0,0,3409,3.1770736253494873,leader,0,1073,477,0.44,470,0.44
#902UYCU0L,cesar507pty,27,Arena 10,26046,3230,3328,0,0,9634,5.957946815089672,,21366,1617,490,0.3,280,0.17
#LVQR0J,vahid,8,Arena 8,0,2344,2344,0,0,92,0.14045801526717558,leader,0,655,162,0.25,139,0.21
#Q0LR8Y000,Marvin,7,Arena 7,0,2000,2017,0,0,60,0.26200873362445415,,0,229,104,0.45,124,0.54
#PCYLCQ8,Are You Løst?,56,Arena 23,994709,9000,9000,0,0,109781,6.2846920082436455,leader,66109,17468,9340,0.53,5688,0.33
#JY2U2CJ9R,willy,3,Arena 1,0,225,226,0,0,3,0.11538461538461539,,0,26,14,0.54,11,0.42
#2VRVY0VU9,ⓓⓐⓡⓑⓤⓚⓐⓨ,12,Arena 15,89669,5002,5685,0,0,10456,3.1878048780487807,,7320,3280,1444,0.44,1531,0.47
#CVJJYYU,KingJava,10,Arena 10,27296,3030,3179,0,0,4835,1.8776699029126214,leader,0,2575,1096,0.43,1116,0.43
#P282Y892U,Kirito,4,Arena 2,0,334,301,0,0,9,0.16071428571428573,,0,56,18,0.32,36,0.64
#L9YVRVCVP,javi,3,Arena 2,0,336,346,0,0,3,0.0967741935483871,,0,31,15,0.48,15,0.48
#CY9QU,bitrot!,4,Arena 1,246,184,189,0,0,0,0.0,,0,17,7,0.41,10,0.59
#PJYQRY0J2,maximo,1,Arena 1,0,0,0,0,0,0,0.0,,0,3,0,0.0,3,1.0
#Q20VC82QL,memo,7,Arena 5,0,1457,1577,0,0,57,0.37254901960784315,,0,153,94,0.61,58,0.38
#2R82C,RICKO,8,Arena 9,0,2623,2623,0,0,2278,2.6581096849474912,member,0,857,369,0.43,402,0.47
#J2QYVYYP,MaybeSTUFU,9,Arena 9,0,2784,2808,0,0,14080,17.02539298669891,,0,827,394,0.48,318,0.38
#LC8VJ009Q,riley,8,Arena 8,0,2301,2318,0,0,92,0.3552123552123552,,0,259,149,0.58,109,0.42
#QRP9Q8R8L,Luca,7,Arena 8,0,2300,2331,0,0,57,0.2864321608040201,,0,199,86,0.43,112,0.56
#PL02QQ,Sogon,8,Arena 7,0,2021,2033,0,0,3164,3.465498357064622,,0,913,443,0.49,397,0.43
#P92YL8V9U,jere heredia,2,Arena 1,0,30,30,0,0,0,0.0,,0,9,1,0.11,1,0.11
#RP0QCYL0J,Fabio,8,Arena 11,0,3548,3608,0,0,90,0.44554455445544555,,0,202,146,0.72,55,0.27
#RU90VUR8L,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#YP8YJ,HadXion,8,Arena 4,0,1385,1385,0,0,182,0.12691771269177127,,0,1434,97,0.07,88,0.06
#9J8QRR2,Zetta,8,Arena 6,0,1932,2133,0,0,2068,2.6377551020408165,,0,784,369,0.47,338,0.43
#P0L88LQ2Q,Irene_mrt,3,Arena 2,0,446,446,0,0,0,0.0,coLeader,0,33,15,0.45,1,0.03
#YYU0L,sadegh,12,Arena 14,0,4872,5702,0,0,47918,10.412429378531073,member,189518,4602,1885,0.41,1554,0.34
#RVY88R8JP,ricardo,8,Arena 12,0,3632,3632,0,0,105,0.3523489932885906,,0,298,170,0.57,127,0.43
#2VL9Q,☆(GALAXY)☆,5,Arena 3,0,822,856,0,0,50,0.5,,0,100,41,0.41,32,0.32
#LP22RQ8,FersoN,31,Arena 12,47208,3913,3913,0,0,12717,2.6444167186525265,,5880,4809,1930,0.4,1871,0.39
#2QVYJP,Talibã ,13,Arena 16,0,4318,4840,0,0,64348,4.267391736852576,,18720,15079,7174,0.48,5603,0.37
#L8JL0R,nazar 13,21,Arena 13,7677,4360,4736,0,0,853,0.8420533070088845,,160,1013,461,0.46,372,0.37
#QP00J0Q9,rabon,8,Arena 7,0,1983,2055,0,0,784,0.5984732824427481,,0,1310,647,0.49,598,0.46
#L22J920VV,bia,2,Arena 1,0,191,278,0,0,0,0.0,member,0,96,20,0.21,63,0.66
#LJ8C808LR,mikey,9,Arena 9,0,2600,2613,0,0,200,0.32894736842105265,,0,608,261,0.43,346,0.57
#RQRRV29VC,niki,8,Arena 9,0,2866,2990,0,0,99,0.28448275862068967,,0,348,161,0.46,186,0.53
#U88P00QV2,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#R9VLPU2Q0,juan_jose,2,Arena 1,0,55,59,0,0,0,0.0,member,0,5,2,0.4,3,0.6
#JPYR08RVR,dragon,8,Arena 9,0,2763,2853,0,0,102,0.3227848101265823,,0,316,164,0.52,151,0.48
#VUCQCJ,Davi,6,Arena 6,0,1626,1626,0,0,174,0.8405797101449275,leader,0,207,103,0.5,90,0.43
#C228LR0,skittle beer,4,Arena 2,0,449,515,0,0,10,0.14925373134328357,,0,67,27,0.4,35,0.52
#JC2RL0JJ2,luci,7,Arena 8,0,2365,2425,0,0,57,0.3149171270718232,,0,181,91,0.5,89,0.49
#QC88R,vik,25,Arena 9,16608,2664,2721,0,0,6505,4.710354815351195,,0,1381,683,0.49,635,0.46
#UQJLYL,Rogue,41,Arena 18,198929,6787,6920,0,0,19436,1.7544683155804297,,11400,11078,4273,0.39,4599,0.42
#RJ0P9LR92,zaid,6,Arena 4,0,1169,1260,0,0,30,0.35714285714285715,,0,84,54,0.64,29,0.35
#LCYLJ0U9Q,Jared,7,Arena 7,0,2016,2257,0,0,61,0.2785388127853881,,0,219,100,0.46,118,0.54
#JV2PU,king of war,39,Arena 18,151258,6698,6698,36,80,39053,5.246238581407845,member,79496,7444,2668,0.36,2321,0.31
#8U9JCY0R,bipbip,35,Arena 15,98480,5307,5615,0,0,22347,5.073098751418843,member,0,4405,2046,0.46,1962,0.45
#LY092PYPC,beast,8,Arena 7,0,2000,2039,0,0,90,0.36585365853658536,,0,246,149,0.61,96,0.39
#RQC98LQ,R_Ulagan,11,Arena 16,0,4382,4706,0,0,30938,4.740003064194883,,20270,6527,1975,0.3,1810,0.28
#U9V2PP,손지형,9,Arena 11,0,3740,3770,0,0,3939,3.982810920121335,,0,989,441,0.45,451,0.46
#P08YJ229Y,super miner,3,Arena 1,0,181,181,0,0,1,0.1111111111111111,member,0,9,7,0.78,2,0.22
#29L9V,Joe,9,Arena 11,0,3446,3446,0,0,944,0.35316124205013094,leader,0,2673,895,0.33,772,0.29
#YLL82QVVU,kenny,9,Arena 10,0,3029,3029,0,0,156,0.3482142857142857,,0,448,244,0.54,203,0.45
#YCUR8YJYL,milena,5,Arena 3,0,633,808,0,0,15,0.28846153846153844,,0,52,34,0.65,17,0.33
#URC09L,Mucous Manatee,12,Arena 15,0,4086,4257,0,0,46668,6.775261324041812,,14180,6888,2101,0.31,1897,0.28
#L98UL9QU2,giulia,8,Arena 10,0,3154,3230,0,0,96,0.34408602150537637,,0,279,156,0.56,122,0.44
#V0UQCCQ0V,Snake87,1,Training Camp,4,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#9Y8CPY,Fuad Farhan,10,Arena 10,29474,3208,3270,0,0,13927,10.270648967551622,,195,1356,625,0.46,557,0.41
#88Q2J,masterbrendan,10,Arena 9,0,2717,2963,0,0,10967,8.894566098945662,leader,120,1233,517,0.42,453,0.37
#RLUCUVVRJ,Angela,8,Arena 11,0,3349,3469,0,0,105,0.3017241379310345,,0,348,170,0.49,177,0.51
#CPYCR,M@t&u$,22,Arena 10,9882,3000,3002,0,0,3269,1.847936687394008,member,0,1769,817,0.46,757,0.43
#Q09C0Q9YR,Zeus,8,Arena 12,0,3775,3899,0,0,87,0.35802469135802467,,0,243,146,0.6,96,0.4
#LV0YQQ88U,Kirito,8,Arena 11,0,3363,3489,0,0,90,0.37815126050420167,,0,238,149,0.63,88,0.37
#89V98CVVL,Silberkpo,8,Arena 9,0,2752,2807,0,0,475,0.3392857142857143,,0,1400,643,0.46,651,0.47
#RJCJ8J,Marta B,51,Arena 19,431458,7256,7284,16,0,53878,4.133016262657256,elder,66756,13036,4843,0.37,4007,0.31
#Y8Y29V,lostdead11surry,35,Arena 15,94309,5317,5437,0,0,20742,7.252447552447553,member,0,2860,1052,0.37,987,0.35
#QU929U,Trainer Barb,42,Arena 19,226270,7256,7443,0,0,30838,2.619383334749002,leader,0,11773,6005,0.51,4770,0.41
#8QR9C0Q9,✊Hasan-King✊,8,Arena 9,0,2650,2650,0,0,1095,2.8590078328981723,,0,383,205,0.54,137,0.36
#9Y2Q0L,Bloody Shelby,10,Arena 14,35089,4702,5056,0,0,14211,6.107004727116459,,23439,2327,1034,0.44,861,0.37
#PY0JJR,Mlk.GuiziNn,6,Arena 6,0,1819,1973,0,0,326,1.3872340425531915,,0,235,117,0.5,97,0.41
#YUPCQQUVU,Real geolier2,5,Arena 3,0,799,815,0,0,10,0.2631578947368421,,0,38,30,0.79,8,0.21
#P0J8JUL20,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#QVQR9C0P,Aidanpugman2006,7,Arena 7,0,2117,2138,0,0,0,0.0,,0,540,236,0.44,257,0.48
#LVCR8PPY,11111,6,Arena 4,0,1033,1049,0,0,32,0.10491803278688525,member,0,305,119,0.39,182,0.6
#QQVVL8,g-rul,6,Arena 5,0,1413,1573,0,0,73,0.24092409240924093,leader,0,303,139,0.46,123,0.41
#980VV022Q,reichsadler88,3,Arena 2,0,515,556,0,0,0,0.0,,0,25,19,0.76,4,0.16
#2U0J08Y,Angela Grace <3,30,Arena 14,39740,4769,5013,0,0,7035,4.00398406374502,member,6140,1757,773,0.44,652,0.37
#8UQVJ9,MâJïñBüu,10,Arena 15,0,4003,4019,0,0,11799,9.076153846153845,,0,1300,528,0.41,463,0.36
#9Q9RQ,shroxs,34,Arena 15,78312,5328,5384,0,0,6692,3.2173076923076924,,630,2080,912,0.44,505,0.24
#P2UJVYJ,chili dog,41,Arena 15,182457,5298,5677,0,0,27724,5.588389437613384,,64713,4961,2079,0.42,1658,0.33
#CRRYC00,boogeyman,10,Arena 11,0,3560,3642,0,0,12552,3.7224199288256226,,0,3372,813,0.24,816,0.24
#2YJ9L9,VictorCuyon,9,Arena 7,0,2200,2589,0,0,8641,7.660460992907802,,0,1128,434,0.38,430,0.38
#C0QU9C,sicchio,33,Arena 15,73594,5110,5220,0,0,12441,3.021860578090843,member,4080,4117,1765,0.43,1686,0.41
#VQRRLCJV,B' RABBIT,18,Arena 11,4407,3400,3748,0,0,14,0.017434620174346202,leader,0,803,381,0.47,356,0.44
#PJC8Y099,MIKETV00,3,Arena 1,0,148,159,0,0,0,0.0,,0,13,6,0.46,7,0.54
#9R88J9Y,Arian,38,Arena 15,131910,5168,5620,0,0,35817,2.662776001784254,member,176713,13451,4810,0.36,4854,0.36
#LLPQ9C,Ruokagt Yt,41,Arena 19,201082,7000,7020,0,0,28184,3.4658140678799803,,700,8132,3926,0.48,3528,0.43
#R0V982VLL,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#L8LLV82R,HavyMetalOink,11,Arena 15,0,4122,4147,0,0,25672,14.908246225319395,,0,1722,508,0.3,359,0.21
#QL0JL9QQV,lee,8,Arena 9,0,2600,2679,0,0,91,0.3181818181818182,,0,286,130,0.45,155,0.54
#C9URL02RL,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#CY0P2J22U,samuel,9,Arena 9,0,2842,2906,0,0,207,0.30849478390462,,0,671,318,0.47,352,0.52
#U0QR0CC2Y,yrhwtgt,3,Arena 1,71,147,147,0,0,0,0.0,,0,8,5,0.62,3,0.38
#9Q20L,daijo,6,Arena 4,0,1160,1279,0,0,121,0.40066225165562913,member,0,302,165,0.55,130,0.43
#V0VCV82PQ,Maestri della l,11,Arena 3,1105,750,865,0,0,0,0.0,,0,118,53,0.45,65,0.55
#LJRQLU9,lucy,8,Arena 5,0,1657,1792,0,0,1388,2.1386748844375965,coLeader,0,649,242,0.37,248,0.38
#CUCQQV0,Dio Brando,39,Arena 16,147889,5786,5786,0,0,65786,9.85853439232729,coLeader,42241,6673,2460,0.37,2334,0.35
#RCJRYP8C8,edson,5,Arena 3,0,873,978,0,0,24,0.23300970873786409,,0,103,44,0.43,58,0.56
#J200Y2,Zero,8,Arena 11,0,3319,3319,0,0,1003,1.8170289855072463,leader,0,552,318,0.58,216,0.39
#LP98Y2VCL,aditya,9,Arena 9,0,2670,2765,0,0,177,0.3397312859884837,,0,521,281,0.54,239,0.46
#YV2CR0RY8,Santiago,1,Arena 1,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#LJQR0JJJC,FOUZI BAT,8,Arena 12,0,3770,3911,0,0,916,1.5343383584589614,,0,597,285,0.48,239,0.4
#CUR8QRV9,뚜누느,23,Arena 10,11514,3000,3193,0,0,3063,4.585329341317365,,0,668,326,0.49,282,0.42
#JQ8JQPCJC,dario,6,Arena 3,0,819,819,0,0,33,0.38372093023255816,,0,86,63,0.73,22,0.26
#PR8PV99YJ,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#L99UYQJQU,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#PVQUV0RCQ,,1,Training Camp,0,0,0,0,0,0,0.0,,0,0,0,0.0,0,0.0
#P2YLYYV9Y,Sa,6,Arena 2,0,544,635,0,0,73,0.3492822966507177,member,0,209,58,0.28,95,0.45
